step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1560,1148288,12480,0.018391508555001365,0.5,0.7142857142857143,,,,,
1561,1149064,12488,0.015689119933551366,0.875,0.9333333333333333,0.029503647013391733,0.25,0.625,,
1562,1149840,12496,0.01717968120006327,0.875,0.9166666666666666,,,,,
1563,1150744,12504,0.014365745973199204,1.0,1.0,,,,,
1564,1151264,12512,0.0203737755467586,1.0,1.0,,,,,
1565,1152424,12520,0.013010203174824965,0.75,0.8461538461538461,,,,,
1566,1153136,12528,0.021784689195202135,0.5,0.7894736842105263,,,,,
1567,1153912,12536,0.013336786556084721,1.0,1.0,,,,,
1568,1155008,12544,0.01368907439063397,0.625,0.8235294117647058,,,,,
1569,1155592,12552,0.01670906827709634,0.875,0.9230769230769231,0.013899884842151405,0.75,0.7777777777777778,,
1570,1156368,12560,0.013471628376603192,0.75,0.8823529411764706,,,,,
1571,1157208,12568,0.013966455119008785,0.875,0.9473684210526315,,,,,
1572,1157792,12576,0.0215749689003886,0.75,0.8333333333333334,,,,,
1573,1158760,12584,0.012326899804765125,0.875,0.9444444444444444,,,,,
1574,1159216,12592,0.027434142753775835,0.625,0.8421052631578947,,,,,
1575,1160056,12600,0.013578569155873372,0.75,0.8571428571428571,,,,,
1576,1160896,12608,0.022840458197856264,0.5,0.7333333333333333,,,,,
1577,1161480,12616,0.02268766178488906,0.625,0.7857142857142857,0.024681890514560996,0.625,0.6666666666666666,,
1578,1162640,12624,0.010364105077304918,1.0,1.0,,,,,
1579,1163224,12632,0.03104805096222056,0.625,0.75,,,,,
1580,1164000,12640,0.010418965797945991,1.0,1.0,,,,,
1581,1164584,12648,0.020549394205149743,0.75,0.8181818181818182,,,,,
1582,1165168,12656,0.028434679614494363,0.625,0.8235294117647058,,,,,
1583,1166328,12664,0.014004057853119423,0.625,0.8235294117647058,,,,,
1584,1167168,12672,0.01645394075554597,0.875,0.9230769230769231,,,,,
1585,1167624,12680,0.022034085648578564,0.75,0.8888888888888888,0.024377634922076938,0.625,0.8333333333333334,,
1586,1168272,12688,0.019448864231590736,0.875,0.9285714285714286,,,,,
1587,1169560,12696,0.007363228365172865,0.875,0.9473684210526315,,,,,
1588,1170208,12704,0.02177848307129649,0.625,0.8421052631578947,,,,,
1589,1170728,12712,0.0167951937495901,1.0,1.0,,,,,
1590,1171248,12720,0.01788099359545374,0.875,0.9285714285714286,,,,,
1591,1171896,12728,0.023405042866990425,0.625,0.8125,,,,,
1592,1172736,12736,0.014218830331238599,0.875,0.9285714285714286,,,,,
1593,1173192,12744,0.021261690713527837,0.875,0.9411764705882353,0.01595195063138187,0.875,0.9411764705882353,,
1594,1174032,12752,0.017016483943089435,0.875,0.9411764705882353,,,,,
1595,1174680,12760,0.03284232047468532,0.5,0.75,,,,,
1596,1175200,12768,0.021260487364751484,0.875,0.9375,,,,,
1597,1176040,12776,0.012919144556946881,0.875,0.9375,,,,,
1598,1176816,12784,0.023482865229272728,0.75,0.8823529411764706,,,,,
1599,1177720,12792,0.012282109102642899,1.0,1.0,,,,,
1600,1178176,12800,0.03474195548111283,0.25,0.5384615384615384,,,,,
1601,1178952,12808,0.012304728603007528,0.875,0.9333333333333333,0.02353307322817358,0.75,0.875,,
1602,1180176,12816,0.01573374139059089,0.625,0.8333333333333334,,,,,
1603,1180824,12824,0.014233789326409865,1.0,1.0,,,,,
1604,1181472,12832,0.018820683202201195,0.75,0.8181818181818182,,,,,
1605,1182248,12840,0.01811888873295831,0.75,0.8571428571428571,,,,,
1606,1183152,12848,0.014219620242212929,0.875,0.9444444444444444,,,,,
1607,1183736,12856,0.02327873435912058,0.5,0.75,,,,,
1608,1184640,12864,0.013297815080537683,0.875,0.9230769230769231,,,,,
1609,1185224,12872,0.02961426042925761,0.625,0.7857142857142857,0.01612419564914139,0.625,0.8125,,
1610,1186576,12880,0.011750116405878799,0.625,0.8333333333333334,,,,,
1611,1187160,12888,0.0223328284542482,0.75,0.8888888888888888,,,,,
1612,1187616,12896,0.019333348964841183,0.875,0.9411764705882353,,,,,
1613,1188584,12904,0.013808854340235032,0.875,0.9230769230769231,,,,,
1614,1189296,12912,0.014032466536222098,1.0,1.0,,,,,
1615,1189944,12920,0.016647337420420856,0.75,0.875,,,,,
1616,1190720,12928,0.023922327545797515,0.75,0.8823529411764706,,,,,
1617,1191304,12936,0.019757963419367065,0.75,0.8666666666666667,0.017317935720742413,0.75,0.875,,
1618,1191888,12944,0.02123891886497077,0.75,0.8947368421052632,,,,,
1619,1192472,12952,0.02425935515109324,0.75,0.8666666666666667,,,,,
1620,1193056,12960,0.019110307461309803,0.75,0.8666666666666667,,,,,
1621,1193576,12968,0.015214746524058888,1.0,1.0,,,,0.7639999985694885,0.7638453455251686
1622,1194224,12976,0.015118749126135525,1.0,1.0,,,,,
1623,1195000,12984,0.017368594846055314,0.875,0.95,,,,,
1624,1195776,12992,0.014875930782826077,0.875,0.9444444444444444,,,,,
1625,1196680,13000,0.012887913009619315,0.875,0.9333333333333333,0.014480842470936589,1.0,1.0,,
1626,1197392,13008,0.011692981510950023,0.875,0.9411764705882353,,,,,
1627,1197976,13016,0.0164211846959908,1.0,1.0,,,,,
1628,1198880,13024,0.014811011462831435,0.875,0.9444444444444444,,,,,
1629,1199720,13032,0.01306131671767757,0.875,0.9333333333333333,,,,,
1630,1200368,13040,0.021299137919039566,0.75,0.9,,,,,
1631,1200952,13048,0.02255707424257964,0.75,0.8947368421052632,,,,,
1632,1201664,13056,0.013144940998215922,0.875,0.9375,,,,,
1633,1202184,13064,0.023541346337090478,0.625,0.8421052631578947,0.028674375839989566,0.625,0.8125,,
1634,1202768,13072,0.020095665554793307,0.875,0.9375,,,,,
1635,1203288,13080,0.017758678060458877,1.0,1.0,,,,,
1636,1203808,13088,0.015525571068569484,1.0,1.0,,,,,
1637,1204456,13096,0.01600905912276153,0.875,0.95,,,,,
1638,1205104,13104,0.016280009521585127,0.75,0.8823529411764706,,,,,
1639,1206136,13112,0.010298529654434924,1.0,1.0,,,,,
1640,1207104,13120,0.012759663966730776,1.0,1.0,,,,,
1641,1207816,13128,0.014877164172672052,1.0,1.0,0.01820865250472079,0.875,0.9411764705882353,,
1642,1208592,13136,0.016413951144301987,0.875,0.9473684210526315,,,,,
1643,1209496,13144,0.009883084839472067,1.0,1.0,,,,,
1644,1210400,13152,0.008694870648184496,1.0,1.0,,,,,
1645,1210856,13160,0.016774748980860874,0.875,0.9166666666666666,,,,,
1646,1211696,13168,0.013352707688408832,0.875,0.9411764705882353,,,,,
1647,1212408,13176,0.025241238105067874,0.5,0.7333333333333333,,,,,
1648,1212864,13184,0.014294380989391483,1.0,1.0,,,,,
1649,1213768,13192,0.012276669180525083,1.0,1.0,0.02867417826729574,0.625,0.7692307692307693,,
1650,1214736,13200,0.013886507587405105,0.875,0.9285714285714286,,,,,
1651,1215512,13208,0.0112937477730429,0.875,0.9375,,,,,
1652,1216800,13216,0.010387648511323804,0.75,0.8947368421052632,,,,,
1653,1217384,13224,0.02175782870143545,0.625,0.8235294117647058,,,,,
1654,1218096,13232,0.01462502217252461,0.875,0.9230769230769231,,,,,
1655,1219128,13240,0.010947629659731941,0.875,0.9444444444444444,,,,,
1656,1219776,13248,0.015531077842311133,1.0,1.0,,,,,
1657,1220488,13256,0.011384653965843887,1.0,1.0,0.02359358661309713,0.5,0.7647058823529411,,
1658,1221456,13264,0.011923154575737536,0.875,0.95,,,,,
1659,1222616,13272,0.011891843139467288,0.75,0.8823529411764706,,,,,
1660,1223456,13280,0.011553533569601813,1.0,1.0,,,,,
1661,1224360,13288,0.012086359351589726,0.875,0.9444444444444444,,,,,
1662,1225712,13296,0.00877369433469484,0.75,0.8666666666666667,,,,,
1663,1226296,13304,0.018291690011210893,0.875,0.9411764705882353,,,,,
1664,1226944,13312,0.01514660461858804,1.0,1.0,,,,,
1665,1227912,13320,0.009607375099787237,0.875,0.9285714285714286,0.01138520197486902,0.875,0.9444444444444444,,
1666,1228624,13328,0.020755071232510004,0.625,0.8125,,,,,
1667,1229272,13336,0.011989796635110933,1.0,1.0,,,,,
1668,1230560,13344,0.007734190883642897,1.0,1.0,,,,,
1669,1231592,13352,0.012990354302291727,0.875,0.9333333333333333,,,,,
1670,1232368,13360,0.012420931674480164,0.875,0.9473684210526315,,,,,
1671,1233336,13368,0.012165518217072816,0.75,0.8571428571428571,,,,,
1672,1233920,13376,0.012628735547732299,1.0,1.0,,,,,
1673,1234504,13384,0.019385186632658025,0.75,0.875,0.0205460328733131,0.625,0.8235294117647058,,
1674,1235088,13392,0.01475721016444547,1.0,1.0,,,,,
1675,1235864,13400,0.01050047190639051,1.0,1.0,,,,,
1676,1236960,13408,0.01525164763153221,0.5,0.75,,,,,
1677,1237992,13416,0.015140407924381052,0.625,0.7857142857142857,,,,,
1678,1238512,13424,0.014101685456761636,1.0,1.0,,,,,
1679,1239096,13432,0.02056125845934457,0.75,0.875,,,,,
1680,1240192,13440,0.010617538014883172,0.875,0.9333333333333333,,,,,
1681,1240840,13448,0.021910175092418573,0.75,0.8947368421052632,0.01822734834777814,0.75,0.8666666666666667,,
1682,1241488,13456,0.01587472641464632,0.75,0.875,,,,,
1683,1242200,13464,0.01467111842578092,0.875,0.9411764705882353,,,,,
1684,1242720,13472,0.014841664522053684,1.0,1.0,,,,,
1685,1243368,13480,0.017498845461316793,0.875,0.9333333333333333,,,,,
1686,1244080,13488,0.029519985174138733,0.625,0.7857142857142857,,,,,
1687,1244792,13496,0.011978272588696577,1.0,1.0,,,,,
1688,1245632,13504,0.012676139298821236,0.875,0.9411764705882353,,,,,
1689,1246344,13512,0.01578692385497799,0.75,0.8666666666666667,0.022295784953121386,0.875,0.9375,,
1690,1246928,13520,0.01845081309287603,0.875,0.9285714285714286,,,,,
1691,1248152,13528,0.009578826114215044,0.75,0.8888888888888888,,,,,
1692,1248928,13536,0.015015980417927725,0.875,0.9411764705882353,,,,,
1693,1249704,13544,0.016003346694458194,1.0,1.0,,,,,
1694,1250544,13552,0.014730300665714728,0.75,0.8666666666666667,,,,,
1695,1251320,13560,0.014509694763173023,0.75,0.8666666666666667,,,,,
1696,1251968,13568,0.017105275917062936,0.75,0.8666666666666667,,,,,
1697,1252552,13576,0.024830066353881377,0.625,0.8421052631578947,0.02321474279113551,0.75,0.8666666666666667,,
1698,1253264,13584,0.015728391573327973,0.875,0.9230769230769231,,,,,
1699,1253912,13592,0.02230648792176031,0.75,0.875,,,,,
1700,1254496,13600,0.015285475322278474,0.75,0.875,,,,,
1701,1255080,13608,0.018981577350039625,0.875,0.9333333333333333,,,,,
1702,1255728,13616,0.016819870183917146,0.875,0.875,,,,,
1703,1256312,13624,0.013592942690808248,1.0,1.0,,,,,
1704,1257088,13632,0.014222762782287575,0.875,0.9285714285714286,,,,,
1705,1257736,13640,0.014111334300325979,0.875,0.9285714285714286,0.01293806574804968,1.0,1.0,,
1706,1258576,13648,0.014847509373387661,0.5,0.75,,,,,
1707,1259224,13656,0.01577008908896258,1.0,1.0,,,,,
1708,1260384,13664,0.0113665089068861,0.875,0.9565217391304348,,,,,
1709,1260968,13672,0.013036617915687903,1.0,1.0,,,,,
1710,1261616,13680,0.015374848501701266,0.875,0.9375,,,,,
1711,1262968,13688,0.010963602983424966,0.75,0.8666666666666667,,,,,
1712,1263552,13696,0.01807538987140229,0.875,0.9166666666666666,,,,,
1713,1264328,13704,0.01659116684023843,0.875,0.9375,0.015162626146630595,0.875,0.9333333333333333,,
1714,1265616,13712,0.00776079859071401,0.875,0.9333333333333333,,,,,
1715,1266456,13720,0.014135092512891637,0.75,0.8947368421052632,,,,,
1716,1267040,13728,0.016889882283483343,0.875,0.9444444444444444,,,,,
1717,1268328,13736,0.011738968652976781,0.875,0.9090909090909091,,,,,
1718,1269360,13744,0.012846788647127152,1.0,1.0,,,,,
1719,1270136,13752,0.012626502774864294,1.0,1.0,,,,,
1720,1271104,13760,0.010870433794914562,0.875,0.9333333333333333,,,,,
1721,1271688,13768,0.014281369514833704,0.875,0.9444444444444444,0.02408631546584782,0.75,0.875,,
1722,1272208,13776,0.016213268183913245,0.875,0.9444444444444444,,,,,
1723,1273752,13784,0.007166708003718655,1.0,1.0,,,,,
1724,1274592,13792,0.009821795608934805,1.0,1.0,,,,,
1725,1275368,13800,0.014409271383382051,0.875,0.9375,,,,,
1726,1275952,13808,0.014317140052426193,1.0,1.0,,,,,
1727,1277112,13816,0.007794372438502933,1.0,1.0,,,,,
1728,1277888,13824,0.026237428183783076,0.375,0.75,,,,,
1729,1278344,13832,0.03142419452311122,0.5,0.7142857142857143,0.032634314716487554,0.5,0.7647058823529411,,
1730,1278864,13840,0.015760602422461786,1.0,1.0,,,,,
1731,1279512,13848,0.015846465316132794,0.875,0.9375,,,,,
1732,1280224,13856,0.01149133235054982,0.875,0.9444444444444444,,,,,
1733,1280872,13864,0.014450361721217036,1.0,1.0,,,,,
1734,1281648,13872,0.017813916607037236,0.875,0.9444444444444444,,,,,
1735,1282424,13880,0.012065394086091365,0.875,0.9333333333333333,,,,,
1736,1283008,13888,0.023477122855908937,0.75,0.8666666666666667,,,,,
1737,1283784,13896,0.014336718910505449,0.875,0.9333333333333333,0.01574014200233867,1.0,1.0,,
1738,1284560,13904,0.0132076768033624,1.0,1.0,,,,,
1739,1285144,13912,0.027578995715878407,0.625,0.8333333333333334,,,,,
1740,1285664,13920,0.022926209493457913,0.75,0.8823529411764706,,,,,
1741,1286312,13928,0.018697342216812775,0.875,0.95,,,,,
1742,1286960,13936,0.016511730237086224,1.0,1.0,,,,,
1743,1287992,13944,0.009449329304582922,1.0,1.0,,,,,
1744,1288768,13952,0.017951411604770016,0.75,0.8947368421052632,,,,,
1745,1289480,13960,0.02430590948352496,0.625,0.8125,0.028660672709373218,0.5,0.75,,
1746,1290384,13968,0.014238179216794081,0.75,0.8571428571428571,,,,,
1747,1291416,13976,0.009748654888252224,0.875,0.9285714285714286,,,,,
1748,1292000,13984,0.014404540314899857,0.875,0.9333333333333333,,,,,
1749,1292648,13992,0.01288514220223402,0.875,0.9285714285714286,,,,,
1750,1293232,14000,0.01409228399895196,0.875,0.9333333333333333,,,,,
1751,1294264,14008,0.009338712457231857,1.0,1.0,,,,,
1752,1294848,14016,0.015885552646183874,0.875,0.9285714285714286,,,,,
1753,1295624,14024,0.018230804622153454,0.75,0.8947368421052632,0.01440589836794544,1.0,1.0,,
1754,1296400,14032,0.013040716183704245,0.875,0.9230769230769231,,,,,
1755,1297112,14040,0.014245321584469211,1.0,1.0,,,,,
1756,1297760,14048,0.013046487300700505,0.875,0.9166666666666666,,,,,
1757,1298472,14056,0.013958067095111087,0.75,0.8571428571428571,,,,,
1758,1299312,14064,0.014318592354376563,0.75,0.875,,,,,
1759,1300024,14072,0.016128129343992752,0.75,0.8888888888888888,,,,,
1760,1300928,14080,0.008377788948503386,1.0,1.0,,,,,
1761,1301832,14088,0.013507400616625549,0.75,0.8571428571428571,0.026333318326792633,0.625,0.8333333333333334,,
1762,1302480,14096,0.014092477365935423,1.0,1.0,,,,,
1763,1303448,14104,0.010886898519734378,1.0,1.0,,,,,
1764,1304160,14112,0.013531900975252436,0.875,0.9545454545454546,,,,,
1765,1304872,14120,0.009778443722618782,1.0,1.0,,,,,
1766,1305776,14128,0.014743924904820594,1.0,1.0,,,,,
1767,1306488,14136,0.011824717849418865,1.0,1.0,,,,,
1768,1307136,14144,0.018835612196516534,0.75,0.8571428571428571,,,,,
1769,1307720,14152,0.016344712546263986,1.0,1.0,0.013005042859402125,1.0,1.0,,
1770,1308304,14160,0.02087221657695775,0.875,0.9285714285714286,,,,,
1771,1309080,14168,0.017244986110446434,0.875,0.9444444444444444,,,,,
1772,1309728,14176,0.018172619368915906,0.875,0.95,,,,,
1773,1310184,14184,0.01688541501126916,1.0,1.0,,,,,
1774,1310832,14192,0.014752919092538036,1.0,1.0,,,,,
1775,1311544,14200,0.014076619619504759,1.0,1.0,,,,,
1776,1312192,14208,0.013817039797884293,1.0,1.0,,,,,
1777,1312904,14216,0.012403405666278644,1.0,1.0,0.021553899559228627,0.75,0.8571428571428571,,
1778,1313808,14224,0.012846812419229232,0.875,0.9285714285714286,,,,,
1779,1314456,14232,0.014180190941196113,0.875,0.9411764705882353,,,,,
1780,1314976,14240,0.016250362487947072,0.875,0.9333333333333333,,,,,
1781,1315624,14248,0.01701380331332855,0.875,0.9375,,,,,
1782,1316464,14256,0.01151906529726904,0.875,0.9285714285714286,,,,,
1783,1316984,14264,0.013226876674675926,0.875,0.9333333333333333,,,,,
1784,1317568,14272,0.018567952825199192,0.75,0.8823529411764706,,,,,
1785,1318152,14280,0.018729335514880426,0.875,0.9375,0.025035414204688546,0.75,0.8666666666666667,,
1786,1318992,14288,0.016371725843668198,1.0,1.0,,,,,
1787,1319832,14296,0.012587771896648873,1.0,1.0,,,,,
1788,1320864,14304,0.011089723231357774,0.875,0.9230769230769231,,,,,
1789,1321576,14312,0.012350461560096709,1.0,1.0,,,,,
1790,1322160,14320,0.013783828177014554,0.875,0.9411764705882353,,,,,
1791,1323256,14328,0.011406513446292671,0.875,0.9444444444444444,,,,,
1792,1324288,14336,0.016727957921328206,0.75,0.8571428571428571,,,,,
1793,1325128,14344,0.009506538439765316,1.0,1.0,0.026218116759545877,0.625,0.8235294117647058,,
1794,1326096,14352,0.009984493762326565,1.0,1.0,,,,,
1795,1326872,14360,0.017175494565614933,0.75,0.9,,,,,
1796,1328224,14368,0.006771582767010968,1.0,1.0,,,,,
1797,1328936,14376,0.01502202877801131,0.75,0.8823529411764706,,,,,
1798,1329968,14384,0.00836181294369947,1.0,1.0,,,,,
1799,1330552,14392,0.014540350553487165,0.875,0.9230769230769231,,,,,
1800,1331328,14400,0.017420746677540722,0.875,0.9444444444444444,,,,,
1801,1332104,14408,0.011568090708075462,1.0,1.0,0.012085540867604579,1.0,1.0,,
1802,1332880,14416,0.01262527364613515,1.0,1.0,,,,,
1803,1333592,14424,0.014169872659290504,0.875,0.9375,,,,,
1804,1334240,14432,0.013937651303374366,1.0,1.0,,,,,
1805,1334952,14440,0.01426607071949581,1.0,1.0,,,,,
1806,1335920,14448,0.008188696826906493,1.0,1.0,,,,,
1807,1336632,14456,0.012303438356131331,1.0,1.0,,,,,
1808,1337536,14464,0.012505390311640729,0.75,0.8666666666666667,,,,,
1809,1338120,14472,0.021358211012502012,0.875,0.9411764705882353,0.020397515175884104,0.875,0.9166666666666666,,
1810,1338640,14480,0.01764414588405269,1.0,1.0,,,,,
1811,1339416,14488,0.015847169338617965,1.0,1.0,,,,,
1812,1340768,14496,0.008901303165644718,1.0,1.0,,,,,
1813,1341352,14504,0.014463509297652591,1.0,1.0,,,,,
1814,1342128,14512,0.01395749040891367,0.875,0.9,,,,,
1815,1342968,14520,0.016695535796850392,0.75,0.875,,,,,
1816,1343808,14528,0.01175429729040244,0.875,0.9411764705882353,,,,,
1817,1344456,14536,0.02080654853301229,0.875,0.9411764705882353,0.03336049370210136,0.375,0.5454545454545454,,
1818,1345040,14544,0.01525657601774924,0.875,0.9333333333333333,,,,,
1819,1346392,14552,0.010229208608144422,0.75,0.8666666666666667,,,,,
1820,1346976,14560,0.016985741765699315,0.875,0.9473684210526315,,,,,
1821,1347496,14568,0.029669303635008703,0.75,0.9047619047619048,,,,,
1822,1348080,14576,0.01635448531894604,0.875,0.9285714285714286,,,,,
1823,1348856,14584,0.011238514267911786,1.0,1.0,,,,,
1824,1349696,14592,0.01232715698465229,1.0,1.0,,,,,
1825,1350472,14600,0.012080026369513669,1.0,1.0,0.024394769585659688,0.625,0.8125,,
1826,1351056,14608,0.018520624460596134,1.0,1.0,,,,,
1827,1352216,14616,0.012310169290418192,0.75,0.875,,,,,
1828,1353056,14624,0.01728893741616615,0.75,0.9047619047619048,,,,,
1829,1354088,14632,0.010249784362388369,0.75,0.8571428571428571,,,,,
1830,1354928,14640,0.019770606572263965,0.625,0.8,,,,,
1831,1355768,14648,0.015036395484986562,0.875,0.9375,,,,,
1832,1356608,14656,0.011348670617725246,1.0,1.0,,,,,
1833,1357256,14664,0.0163522507099505,1.0,1.0,0.018883790252518115,0.875,0.9333333333333333,,
1834,1358160,14672,0.012257444381937979,0.875,0.9444444444444444,,,,,
1835,1358808,14680,0.018178829521514617,0.875,0.9375,,,,,
1836,1359712,14688,0.013400550242660377,0.5,0.7142857142857143,,,,,
1837,1360424,14696,0.013324873170057596,1.0,1.0,,,,,
1838,1361008,14704,0.018166493365408914,0.875,0.95,,,,,
1839,1361784,14712,0.013591508060277466,0.875,0.9375,,,,,
1840,1362432,14720,0.013798853003495764,1.0,1.0,,,,,
1841,1363016,14728,0.014367681222318126,1.0,1.0,0.022818366667470898,0.625,0.7692307692307693,,
1842,1363600,14736,0.016285210884086927,0.875,0.9411764705882353,,,,,
1843,1364120,14744,0.019179125015275387,0.875,0.9333333333333333,,,,,
1844,1365024,14752,0.014761593454855232,0.75,0.875,,,,,
1845,1365672,14760,0.01308726301052177,1.0,1.0,,,,,
1846,1366384,14768,0.011666255088057886,1.0,1.0,,,,,
1847,1367032,14776,0.015193175723176397,0.75,0.8947368421052632,,,,,
1848,1367680,14784,0.012483774698506693,1.0,1.0,,,,,
1849,1368520,14792,0.012665991688189663,1.0,1.0,0.027085026345412044,0.625,0.8125,,
1850,1369232,14800,0.02151307932062838,0.875,0.9473684210526315,,,,,
1851,1370008,14808,0.01372261748038653,1.0,1.0,,,,,
1852,1370528,14816,0.019384649475484003,0.75,0.8461538461538461,,,,,
1853,1371112,14824,0.0158682303750088,0.875,0.9411764705882353,,,,,
1854,1371952,14832,0.009942705423704404,1.0,1.0,,,,,
1855,1372792,14840,0.012784427426038684,1.0,1.0,,,,,
1856,1373568,14848,0.01856968019907908,0.75,0.8666666666666667,,,,,
1857,1374152,14856,0.01685991952365075,1.0,1.0,0.023260289456797326,0.875,0.9411764705882353,,
1858,1374736,14864,0.015560363908769673,1.0,1.0,,,,,
1859,1375192,14872,0.01978155816641358,0.875,0.9411764705882353,,,,,
1860,1375968,14880,0.018516131900185386,0.875,0.9285714285714286,,,,,
1861,1376680,14888,0.013180797714280589,1.0,1.0,,,,,
1862,1377200,14896,0.019181075658986666,0.75,0.8823529411764706,,,,,
1863,1377720,14904,0.01745582719020822,0.75,0.8947368421052632,,,,,
1864,1378944,14912,0.010520536115800408,0.875,0.9411764705882353,,,,,
1865,1379464,14920,0.01978088231057239,0.875,0.9444444444444444,0.02338938010443184,0.75,0.8461538461538461,,
1866,1380112,14928,0.016690819431425665,0.875,0.9375,,,,,
1867,1380632,14936,0.025473989563151493,0.75,0.8888888888888888,,,,,
1868,1381344,14944,0.012357417180434295,1.0,1.0,,,,,
1869,1382248,14952,0.01532871519790648,0.75,0.875,,,,,
1870,1382768,14960,0.010657804990998053,1.0,1.0,,,,,
1871,1383416,14968,0.011062875188280544,1.0,1.0,,,,,
1872,1384320,14976,0.01189461022541198,1.0,1.0,,,,,
1873,1384904,14984,0.013519662123769018,1.0,1.0,0.008398025530159014,1.0,1.0,,
1874,1385744,14992,0.013716091541818527,1.0,1.0,,,,,
1875,1386392,15000,0.02428782951647314,0.75,0.9047619047619048,,,,,
1876,1387104,15008,0.012914262179968354,0.875,0.9285714285714286,,,,,
1877,1387816,15016,0.020785498486490587,0.875,0.9523809523809523,,,,,
1878,1388336,15024,0.017531997521432745,0.75,0.8666666666666667,,,,,
1879,1389048,15032,0.016304074359469404,0.875,0.9166666666666666,,,,,
1880,1389760,15040,0.010774240194103274,1.0,1.0,,,,,
1881,1390472,15048,0.013058605358571977,0.875,0.9411764705882353,0.016278608216845184,0.75,0.875,,
1882,1391120,15056,0.01848896685407813,0.625,0.8125,,,,,
1883,1391832,15064,0.017485985572100033,0.75,0.875,,,,,
1884,1392480,15072,0.01577190245620636,0.875,0.9333333333333333,,,,,
1885,1393320,15080,0.016123701336243385,0.75,0.875,,,,,
1886,1393840,15088,0.013652350122583048,1.0,1.0,,,,,
1887,1394936,15096,0.016953019010816524,0.875,0.9375,,,,,
1888,1395584,15104,0.022654203348091557,0.75,0.9,,,,,
1889,1396360,15112,0.016676151386531238,0.75,0.8666666666666667,0.021983507347450176,0.875,0.9375,,
1890,1396944,15120,0.017812360425307993,0.75,0.9047619047619048,,,,,
1891,1397464,15128,0.019189278018058253,0.875,0.9375,,,,,
1892,1398112,15136,0.010862055579567383,1.0,1.0,,,,,
1893,1399016,15144,0.012833419283362235,0.625,0.8125,,,,,
1894,1399792,15152,0.013845251633933959,0.75,0.8888888888888888,,,,,
1895,1400504,15160,0.01719585887327496,0.75,0.8947368421052632,,,,,
1896,1401216,15168,0.011407981452782214,0.875,0.9230769230769231,,,,,
1897,1401736,15176,0.01543007975063208,1.0,1.0,0.022059871658108056,0.75,0.8666666666666667,,
1898,1402320,15184,0.019713026192307852,0.875,0.9375,,,,,
1899,1402904,15192,0.01970709017228537,0.875,0.9285714285714286,,,,,
1900,1403808,15200,0.011868688703319174,0.875,0.9285714285714286,,,,,
1901,1404520,15208,0.01698928527303978,0.75,0.8947368421052632,,,,,
1902,1405168,15216,0.015151113731476215,1.0,1.0,,,,,
1903,1405880,15224,0.0134851286845452,0.875,0.9,,,,,
1904,1406464,15232,0.0154227704938771,0.875,0.9285714285714286,,,,,
1905,1407048,15240,0.01598135255014764,1.0,1.0,0.02726006793518698,0.5,0.7647058823529411,,
1906,1407504,15248,0.017713817933533157,1.0,1.0,,,,,
1907,1408408,15256,0.012642574631400713,0.875,0.9473684210526315,,,,,
1908,1409184,15264,0.015222936947305402,0.875,0.9375,,,,,
1909,1410472,15272,0.010288604147479497,0.875,0.9375,,,,,
1910,1411056,15280,0.027329910136420592,0.625,0.8235294117647058,,,,,
1911,1411640,15288,0.02158242749276149,0.75,0.8823529411764706,,,,,
1912,1412288,15296,0.02608630868142599,0.5,0.7647058823529411,,,,,
1913,1412872,15304,0.0179108522595854,0.875,0.9411764705882353,0.03039386043432494,0.875,0.9444444444444444,,
1914,1413712,15312,0.010318580134265117,1.0,1.0,,,,,
1915,1414168,15320,0.015650602566984587,1.0,1.0,,,,,
1916,1414688,15328,0.014096529930995114,1.0,1.0,,,,,
1917,1415272,15336,0.014650061010734135,0.875,0.9411764705882353,,,,,
1918,1416240,15344,0.013407942078252964,1.0,1.0,,,,,
1919,1417144,15352,0.014112421632083141,0.875,0.9375,,,,,
1920,1417856,15360,0.019642658878108277,0.75,0.8666666666666667,,,,,
1921,1418440,15368,0.01671032228873481,0.875,0.9444444444444444,0.02120316248306569,0.875,0.9333333333333333,,
1922,1419088,15376,0.017639870539148943,0.75,0.8888888888888888,,,,,
1923,1419864,15384,0.02484690638673844,0.625,0.8333333333333334,,,,,
1924,1420512,15392,0.013962698445785734,1.0,1.0,,,,,
1925,1421032,15400,0.015918456758191583,0.875,0.95,,,,,
1926,1421872,15408,0.016020574580585215,0.625,0.8333333333333334,,,,,
1927,1422520,15416,0.017835909105007604,0.875,0.9285714285714286,,,,,
1928,1423296,15424,0.011720731629409294,1.0,1.0,,,,,
1929,1423816,15432,0.01611652267304848,1.0,1.0,0.021177475414338183,0.75,0.875,,
1930,1424400,15440,0.01371836211039413,1.0,1.0,,,,,
1931,1425432,15448,0.010907662452668552,1.0,1.0,,,,,
1932,1426336,15456,0.01663110142777179,0.75,0.8823529411764706,,,,,
1933,1426984,15464,0.014729886715972782,0.875,0.9375,,,,,
1934,1427504,15472,0.023375013699407195,0.75,0.875,,,,,
1935,1428280,15480,0.017128642862391397,0.75,0.8571428571428571,,,,,
1936,1429056,15488,0.008921451868463564,1.0,1.0,,,,,
